project_id,skill_name,skill_uri
80,Android Activities,taxonomy:d9865767-022e-49d7-aa1f-84edf95d780c
80,Android UI Development,taxonomy:aba01f30-7a0b-4442-9a45-58f927ae549a
80,RecyclerView,taxonomy:a8cab1c7-5961-4f4c-a55d-0a8efeab7b9e
80,Offline Caching,taxonomy:114b2bbd-51cd-4f39-af09-a391840578d8
80,Android Development Proficiency,taxonomy:23458772-8d46-4f12-a5fc-6d524e47ac7f
80,Mobile App Testing,taxonomy:b4e4daf7-05bf-4a55-8342-71571e532e87
80,Kotlin,taxonomy:2ec46447-bb6c-47bb-90e5-34cbb42225c7
337,Time-series Forecasting with ML,taxonomy:3ad01e48-cda4-4ca9-9b53-27860588e7ea
337,Time-Series Analysis with ML,taxonomy:86a6c6e5-0d28-4ccc-948e-78ba87cf274e
337,Predictive Analytics,taxonomy:bd647c21-2742-41f2-a30a-296cfc69b20b
337,DeepAR Forecasting Algorithm,taxonomy:c6c7a629-bd26-4510-8902-4c44de56850a
337,Machine Learning Fluency,taxonomy:58d96d25-80db-404d-85e1-68bd4a3d9bf0
337,Recurrent Neural Networks,taxonomy:f9b16601-2200-4f29-9c4a-e286cbd31960
337,ARIMA,taxonomy:252d05b8-d7cf-4c8f-a2d9-d913f33c3f87
148,Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
148,Elevator Pitches,taxonomy:4287cae4-0c21-4bca-bcc8-760d3171a5c4
148,Professional Presentations,taxonomy:a46fff1a-0371-4054-8c9c-8d43e20f58b3
148,Communication Strategies,taxonomy:274c1623-5df2-4e21-b9a9-8a33be4a276b
148,Stakeholder Engagement,taxonomy:0bd92694-4854-4193-ad15-cf74403c05e9
295,MPC Controller,taxonomy:2fa4dcc8-b668-44d0-9579-5d9ca083e551
295,Mathematical Optimization,taxonomy:f45e5f7a-e904-47cb-a67c-71042e361924
295,Constraint Satisfaction Methods,taxonomy:fea71f96-e2ed-45b8-9d0d-9f3745fe3e57
295,Dynamic Programming,taxonomy:3e726d55-5015-4057-8dec-19a31517c505
295,Control Systems,taxonomy:02a91597-8c43-4926-9d64-02fda6ffec89
221,Basic Machine Learning,taxonomy:68836a03-1d5a-4896-baea-c51dac9657c5
221,Model Evaluation,taxonomy:1589e6c2-9dcc-42ed-bddb-76bda97fdc21
221,Python Scripting,taxonomy:8acf3128-f447-4dfe-8e23-88cafe71f60f
221,Data Gathering,taxonomy:05e337c4-cb39-4001-bc14-bf91dd150fe8
221,Data Preparation,taxonomy:d55fd33a-4d31-4215-abb3-0ab0cddc0ed5
340,Reinforcement Learning Fundamentals,taxonomy:8d8eab3f-a95e-4725-ac2e-c7d74efff294
340,Q-Learning Algorithms,taxonomy:e07fbfe7-261f-4fa4-b043-5509fd269e62
340,Exploration-Exploitation Dilemma,taxonomy:092443d2-e88d-4722-a540-2bc7354ed9bb
340,Policy-Based Reinforcement Learning,taxonomy:62d4543d-4b66-4b8d-8a61-12c8b25f7eaf
340,Value-Based Reinforcement Learning,taxonomy:41e50d90-906a-4c39-a3d7-ee2830c6693c
340,Deep Q-Learning Algorithms,taxonomy:e07fbfe7-261f-4fa4-b043-5509fd269e62
494,Android Development Proficiency,taxonomy:23458772-8d46-4f12-a5fc-6d524e47ac7f
494,API Requests,taxonomy:3dd1c342-4d1c-44ed-872c-09c505f5efcc
494,Text Summarization,taxonomy:86ae03f7-d35a-42bb-81a7-71832abc282a
494,Information Retrieval,taxonomy:9fac6b8a-73a1-4756-a534-480344190830
494,Text Classification,taxonomy:978d1c8a-bf58-4ae5-91b8-fdb1b86e25a3
494,Mobile App Testing,taxonomy:b4e4daf7-05bf-4a55-8342-71571e532e87
494,User Testing,taxonomy:ce79ec67-d38d-438b-879d-9459989a2088
153,Multi-Agent Reinforcement Learning,taxonomy:95ec4f82-c74e-4b43-a43a-aed78b0462de
153,Reinforcement Learning Applications,taxonomy:138816a5-fa87-4ce5-953f-60ba17cc6ff2
153,Reinforcement Learning Fundamentals,taxonomy:8d8eab3f-a95e-4725-ac2e-c7d74efff294
153,Value-Based Reinforcement Learning,taxonomy:41e50d90-906a-4c39-a3d7-ee2830c6693c
153,Robot Motion Planning,taxonomy:998805d6-d914-48ef-a354-b5218802b94c
153,Rust Basics,taxonomy:531a2723-dfeb-4138-a3d1-4135c3da7a5e
153,Concurrency in Rust,taxonomy:d8888030-ff96-4e84-95be-f5d75421195f
184,Computer Programming Proficiency,taxonomy:3e7df84e-6bb4-48f2-a5cf-dfd3735763e3
184,Control Flow,taxonomy:137b11b1-e115-4a17-87c0-af9f36bfd902
184,User Input Handling,taxonomy:be7c9123-6544-42c5-b178-eca36ccf86c1
184,Basic Algorithms,taxonomy:29a8ab5c-234c-48ff-9415-47ff8387c380
184,Algorithmic Problem Solving,taxonomy:a1054b53-c6d1-497c-89e9-1f1344985fc8
184,Object-Oriented Programming Basics,taxonomy:aa2bbe32-93c5-4545-9902-69f9d9797409
116,Android Development Proficiency,taxonomy:23458772-8d46-4f12-a5fc-6d524e47ac7f
116,Google Maps in Android Development,taxonomy:1050de00-3d57-480b-b79c-05c46b775e4a
116,Location-Aware App Development,taxonomy:b7759589-eef5-4683-983d-cf0187ff9e42
116,API Development,taxonomy:6d54442c-f369-478e-9acc-f9f7e9d57181
116,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
116,UX Design Principles,taxonomy:a1cbb6c1-912f-4ab7-aaea-bef2a6a671c8
116,Usability Testing,taxonomy:c7a3b8af-e2e7-4697-a95e-a45b6375415d
142,Problem Validation,taxonomy:7acf0462-79d9-4a87-a411-5b133ec266e0
142,Product Validation,taxonomy:4925f77a-26e0-44fd-bfbc-d7a1f1d02b69
142,Market Research,taxonomy:f9ea5e95-bf3d-45a3-b020-decdc3db1526
142,Minimal Viable Products,taxonomy:dd66907b-3131-4744-9f0e-343879771aaa
142,User Research Planning,taxonomy:c7e15b34-6e4b-4231-9741-f8eb48977a19
291,Product Development Cycle,taxonomy:294ce55d-c35b-4140-b6ae-e960f1b9b18b
291,Product Strategy,taxonomy:dfd565b7-2c5b-4bcb-acf0-901754c3bff1
291,Product Validation,taxonomy:4925f77a-26e0-44fd-bfbc-d7a1f1d02b69
291,Cross-Functional Collaboration,taxonomy:ee855164-9194-4b2a-ab79-0d020ab2efec
291,Stakeholder Engagement,taxonomy:0bd92694-4854-4193-ad15-cf74403c05e9
291,Product Prototyping,taxonomy:e20260a5-3258-455f-a096-b3d9ee742b7e
291,Usability Testing,taxonomy:c7a3b8af-e2e7-4697-a95e-a45b6375415d
457,Machine Learning Lifecycle,taxonomy:56c00bf2-0d78-4566-a7f2-01b1d444d5a4
457,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
457,Model Training,taxonomy:408e2022-6b3b-4224-8250-8fd35b365197
457,Machine Learning Model Implementation,taxonomy:4e7616e9-fd25-463b-8c0c-77c32cff9732
457,Model Evaluation,taxonomy:1589e6c2-9dcc-42ed-bddb-76bda97fdc21
457,Machine Learning Workflow,taxonomy:cd241f8f-4ae2-4421-b576-6f070de38a67
278,Website Performance Optimization,taxonomy:c60de12b-21b1-4d2f-b984-bc8027938fbc
278,Software Performance Testing,taxonomy:0408c3bc-f9ba-48a9-ac5b-66da8661b811
278,Application Monitoring,taxonomy:0382904a-746e-4e9f-a6f2-362dd443e0c1
278,Observability Dashboards,taxonomy:6d45d24d-fa5a-44d9-9863-70be82c12b08
278,Service Level Indicators,taxonomy:2d86a474-164d-4a4a-b85a-4c28b795d305
216,Agent Tool Use,taxonomy:a26f425c-0913-4216-9b0d-4299d35d8890
216,Hardware Installation,taxonomy:8f719cda-6acb-4703-91fa-a7e0c2f84751
216,Hardware Troubleshooting,taxonomy:2b7e981e-d754-4a57-8a7b-7d8b0cedef1f
216,Network Hardware Maintenance,taxonomy:0bb9857e-1ff2-4d01-9839-a0c745c4d12f
216,Voltage and Resistance,taxonomy:dbe0fed3-5a0a-4783-b829-5a0502015983
1988,Image Classification,taxonomy:4f65fca2-6442-4c7d-b039-a5c2beecc1c9
1988,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
1988,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
1988,Social Media Content,taxonomy:2d2bf50c-ccd1-4158-bd2e-3233ff649b93
1988,Transfer Learning,taxonomy:922f23a5-23fe-4cb4-951f-26bc83155c1f
1988,Computer Vision Fluency,taxonomy:fb66d99c-be94-4f66-8538-e6089bb46738
213,User Input Handling,taxonomy:be7c9123-6544-42c5-b178-eca36ccf86c1
213,Scripting,taxonomy:8acf3128-f447-4dfe-8e23-88cafe71f60f
213,File I/O,taxonomy:f67d5547-38b6-475f-96a9-a1f18725cb2f
213,Commenting Code,taxonomy:84c09f49-b64d-4856-bfeb-707a09b8b6be
213,Coding Best Practices,taxonomy:28b37f0e-a010-4da4-a9c2-27e567a2cdb8
315,Face Detection,taxonomy:bc25decd-5186-4977-8359-8ca323545ace
315,Facial Recognition,taxonomy:50f4251c-bb61-4dc5-b9e9-3941933e21c9
315,Digital Image Keypoints,taxonomy:144d57a6-a9fd-4120-923b-b57ced4284d6
315,Computer Vision Image Filtering,taxonomy:84bf3042-8318-4c4d-aa9f-44d470fe1fee
315,Training Neural Networks,taxonomy:b0302509-7bc0-4b51-b47a-fbd3bc3a320f
315,Feature Detection,taxonomy:fe5cec05-5eeb-40d4-886d-a49a6fbe9a73
315,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
312,Data Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
312,Tableau Visualizations,taxonomy:b1523cbb-b03a-4308-a969-09346b5bd3cc
312,Interactive and Responsive Tableau Dashboard Design,taxonomy:c93bcc01-d33a-4965-b485-2842a9be36b7
312,Explanatory Data Visualization,taxonomy:96f8a41b-8b08-4e9b-8389-5eee0a5e269d
312,Data Analysis Process,taxonomy:d016d8f9-4f43-4bb9-a4c2-ad967c2fe414
312,Building and Saving Worksheets in Tableau,taxonomy:2d8b10c6-6085-4d55-8b8f-43bceef31af1
290,Linear Regression,taxonomy:0578c6ec-c75a-48cd-906a-16f4694a232f
290,Linear Models,taxonomy:19b03192-6e8a-41e4-be9c-cf493e0e007d
290,Least Squares,taxonomy:27ba0e32-e49d-4ac9-87f8-06b7a218aa8d
290,scikit-learn,taxonomy:8d5a0df8-ac30-4bee-a48d-fa19ad02bd43
290,Gradient Descent,taxonomy:f23f5492-fbe2-4fc4-9d0c-437557e6599a
290,Mathematical Optimization,taxonomy:f45e5f7a-e904-47cb-a67c-71042e361924
290,Basic Statistical Modeling,taxonomy:3395ab22-e000-4161-87e0-28320910458f
307,Object-Oriented Programming Basics,taxonomy:aa2bbe32-93c5-4545-9902-69f9d9797409
307,Object-Oriented Programming Proficiency,taxonomy:503fb598-b24b-48d5-8a10-e39fb5fb0542
307,Object-Oriented Design Patterns,taxonomy:39f8f68e-2c62-4ff4-800b-09312d774431
307,Software Architecture,taxonomy:cbaea247-b6c9-4941-9954-c652301047ee
307,Back-End Development,taxonomy:94fc7de2-1935-4d30-8dcf-2ca1b2b462ad
109,Meeting Facilitation,taxonomy:39a793c9-acef-4721-ae28-694c27eae5d7
109,Stakeholder Engagement,taxonomy:0bd92694-4854-4193-ad15-cf74403c05e9
109,Project Planning,taxonomy:04fabc67-ce4a-4bfc-bc15-7733cb0eddea
109,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
109,Social Media Marketing,taxonomy:8eaadf4f-247d-4ea9-9326-98386b7a6065
109,Google Calendar,taxonomy:1d65655d-5df8-4473-9080-ac784f669726
109,Google Forms,taxonomy:b743218b-e01f-4dc5-a0dc-9b1411309fdd
254,LinkedIn Fundamentals,taxonomy:8247fb8a-a86e-4a16-a9f3-8e5b3e13c7eb
254,Professional Networking,taxonomy:de28444d-af05-42e7-a1ee-b2791a9d067b
254,Online Presence,taxonomy:408e5dc7-627e-4d02-b5ea-ff6842e6886b
294,Basic Algorithms,taxonomy:29a8ab5c-234c-48ff-9415-47ff8387c380
294,User Input Handling,taxonomy:be7c9123-6544-42c5-b178-eca36ccf86c1
294,Object-Oriented Programming Basics,taxonomy:aa2bbe32-93c5-4545-9902-69f9d9797409
294,Control Flow,taxonomy:137b11b1-e115-4a17-87c0-af9f36bfd902
294,Basic JavaScript,taxonomy:85205373-d6bc-4b54-a664-48b1b5e6af88
294,JavaScript Functions,taxonomy:b102113a-a16a-44fa-adb7-c98215b2d803
294,Algorithmic Problem Solving,taxonomy:a1054b53-c6d1-497c-89e9-1f1344985fc8
356,Sentiment Analysis,taxonomy:edea0deb-c3c4-4911-82b1-e09065995e5b
356,Text Classification,taxonomy:978d1c8a-bf58-4ae5-91b8-fdb1b86e25a3
356,Text Pre-Processing,taxonomy:95f886b3-08eb-46fd-8e06-bd68902fe3e1
356,Tokenization,taxonomy:d1963c75-4674-4d31-8e1f-b7de465d4348
356,SQL Queries,taxonomy:9eb25966-eeb0-4a5d-9bd4-a5a8514d97fa
402,User Input Handling,taxonomy:be7c9123-6544-42c5-b178-eca36ccf86c1
402,Modular Code,taxonomy:c2467e71-d331-43e7-9b3a-1b281c48c463
402,Basic Algorithms,taxonomy:29a8ab5c-234c-48ff-9415-47ff8387c380
402,Control Flow,taxonomy:137b11b1-e115-4a17-87c0-af9f36bfd902
402,Loops,taxonomy:00573f64-ce73-41b5-addf-c049218aab5a
402,JavaScript Syntax,taxonomy:54107770-8b9c-4070-b392-d19f6f30a05e
402,JavaScript Functions,taxonomy:b102113a-a16a-44fa-adb7-c98215b2d803
70,Mathematical Optimization,taxonomy:f45e5f7a-e904-47cb-a67c-71042e361924
70,Optimization Algorithms,taxonomy:d9c05a5a-93c4-4993-802d-9418a1e3c050
70,Constraint Satisfaction Problems,taxonomy:37749b3d-b518-4d3e-8d67-b30caabef506
70,Algorithmic Problem Solving,taxonomy:a1054b53-c6d1-497c-89e9-1f1344985fc8
70,Creative Problem Solving,taxonomy:38625796-d20b-4551-b2b3-06c6a531cb69
121,Creative Problem Solving,taxonomy:38625796-d20b-4551-b2b3-06c6a531cb69
121,Problem Solving,taxonomy:a1054b53-c6d1-497c-89e9-1f1344985fc8
121,Ideation,taxonomy:b659422a-faac-4bbc-bb92-ab1ded1a02e1
121,Design Thinking,taxonomy:8d653838-fc35-43fc-ac12-62f581072e26
121,Problem Validation,taxonomy:7acf0462-79d9-4a87-a411-5b133ec266e0
121,Problem Statements,taxonomy:0d4aebb1-c99b-44b2-9c7f-e34b2362e188
1989,Conversational AI,taxonomy:e0c00ea4-3572-4cf6-80d3-383c5b2630ab
1989,Recurrent Neural Networks,taxonomy:f9b16601-2200-4f29-9c4a-e286cbd31960
1989,Long-Short Term Memory Networks,taxonomy:38ca9aa1-6416-435e-bece-d6874550f49b
1989,Text Generation,taxonomy:ebf6457f-eca7-41bc-a1ed-bafecf3d4172
1989,NLP Pipelines,taxonomy:5eee9597-5730-40eb-9b20-707e9de447af
1989,Training Neural Networks,taxonomy:b0302509-7bc0-4b51-b47a-fbd3bc3a320f
205,Basic Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
205,HTML,taxonomy:68fd6376-977b-4779-a808-a32772b5a7f7
205,CSS,taxonomy:5bfd16ee-b475-46cd-a7c6-db7a6ee8ef4c
205,Front-End Development Basics,taxonomy:28017801-09e2-4b8d-beda-1731d1779792
205,Basic JavaScript,taxonomy:85205373-d6bc-4b54-a664-48b1b5e6af88
205,Responsive Web Design,taxonomy:72f65330-771d-4846-8ca1-de2065b637a5
92,Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
92,User Stories,taxonomy:84b0b316-a0e1-4b3c-b670-27d98ee93710
92,Storytelling Frameworks for Marketing,taxonomy:df0985db-c39b-437c-924d-790148eaa145
87,Android Development Proficiency,taxonomy:23458772-8d46-4f12-a5fc-6d524e47ac7f
87,Android UI Development,taxonomy:aba01f30-7a0b-4442-9a45-58f927ae549a
87,RecyclerView,taxonomy:a8cab1c7-5961-4f4c-a55d-0a8efeab7b9e
87,Data Binding,taxonomy:5e9fbdc4-14c6-40a1-ac93-d70e953dff73
87,RetroFit,taxonomy:89f21489-8918-42fd-a772-2835bc082f5e
87,Kotlin,taxonomy:2ec46447-bb6c-47bb-90e5-34cbb42225c7
87,Android Studio,taxonomy:b6927b53-c5d9-4ef2-99a2-40537b15c52e
58,Portfolios,taxonomy:a626b923-05ab-4f67-ac4d-70a4fc70ef94
58,GitHub Portfolios,taxonomy:a626b923-05ab-4f67-ac4d-70a4fc70ef94
58,Application Development Best Practices,taxonomy:6ba2b673-1d37-4233-ab96-ef9ac61d6a18
58,Application Visual Design,taxonomy:0d01e305-3f74-42c4-98ee-6c356b0592ad
58,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
58,Front-End Development Basics,taxonomy:28017801-09e2-4b8d-beda-1731d1779792
58,UI Design,taxonomy:e621e634-ed70-4937-8db7-22836a2294bb
94,Job Interviews,taxonomy:48d9fb5b-ef23-4439-a40d-27fb05c898d0
94,Behavioral Interviews,taxonomy:f30bc3ea-4737-45c9-8168-f291f657f738
94,Professional Networking,taxonomy:de28444d-af05-42e7-a1ee-b2791a9d067b
94,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
94,Front-End Development Basics,taxonomy:28017801-09e2-4b8d-beda-1731d1779792
94,Back-End Development,taxonomy:94fc7de2-1935-4d30-8dcf-2ca1b2b462ad
119,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
119,Agile Methodologies,taxonomy:8d328d76-a018-4c02-9c82-8b6cc5a101af
119,JavaScript Proficiency,taxonomy:368696e8-ffb0-49c8-9ac9-43600f6fb347
119,React Development,taxonomy:fc9be5c9-7464-466e-bbc3-a553753d64be
119,Back-End Development,taxonomy:94fc7de2-1935-4d30-8dcf-2ca1b2b462ad
119,Version Control,taxonomy:0deb3237-3088-4bd7-9a40-302d20a9bc0f
119,Software Development Lifecycle,taxonomy:c26b8c45-e40f-43b9-a89d-73b06922404a
298,Environment Mapping,taxonomy:75ae5f58-493e-473e-9393-a85e5610fbe1
298,Robot Navigation,taxonomy:feaaa3ff-9335-476c-8eeb-1dd8a96fcae2
298,Sensor Fusion,taxonomy:059c9bac-0049-4d46-8510-a407f1022aa2
298,SLAM,taxonomy:02771c20-72e5-4cba-b81c-3f8e47f41b14
298,Search Algorithms,taxonomy:ece176fa-7b56-46a2-8139-49cc164aa233
298,Sensors,taxonomy:0f5b475f-6f2d-47e2-9281-6836e56883e8
298,Planning Algorithms,taxonomy:8cc6ebe7-f9ac-4a12-976f-dd9fb92a5d29
305,Object Detection,taxonomy:5a573399-6ecd-4d51-af82-93d97ac2c9e0
305,Robot Motion Planning,taxonomy:998805d6-d914-48ef-a354-b5218802b94c
305,3D Robot Motion Control,taxonomy:5bd42aa8-ee67-403f-a6b7-6f137d7bfbbf
305,Control Algorithms,taxonomy:2fb9c28f-f210-46c7-9a4a-683a76ed8c09
305,Computer Vision Proficiency,taxonomy:312abaca-2a8a-47de-a202-ea42ddc6ebe7
305,Robot Trajectory Generation,taxonomy:c8fcd413-01a5-4443-9cec-f27c25ac4466
346,Android Development Proficiency,taxonomy:23458772-8d46-4f12-a5fc-6d524e47ac7f
346,Android UI Development,taxonomy:aba01f30-7a0b-4442-9a45-58f927ae549a
346,RecyclerView,taxonomy:a8cab1c7-5961-4f4c-a55d-0a8efeab7b9e
346,Object-Oriented Programming Proficiency,taxonomy:503fb598-b24b-48d5-8a10-e39fb5fb0542
346,Java Proficiency,taxonomy:d8052400-38ca-4771-ab84-cf6dd75d3741
346,Agile Methodologies,taxonomy:8d328d76-a018-4c02-9c82-8b6cc5a101af
346,User Stories,taxonomy:84b0b316-a0e1-4b3c-b670-27d98ee93710
265,Facebook Ads,taxonomy:b93f7660-f5f2-4a45-8923-cdb2cc006be4
265,Social Media Advertising,taxonomy:8eaadf4f-247d-4ea9-9326-98386b7a6065
265,Audience Behavior Tracking,taxonomy:b88ad408-e1bf-4c56-aad1-9c987c11062c
265,Conversion Tracking,taxonomy:e0ffdc08-6adb-4f4d-8ee1-c0b716ee1dce
265,Cost Per Click,taxonomy:e7197f02-af8a-4d15-bb9e-4b5b09c32083
265,Social Media Campaign Objectives,taxonomy:013a36cc-084c-4d23-8394-5a961c42aef4
265,User Targeting,taxonomy:e6fdc8d0-ae26-4e0c-80f3-f921a9ab9fe2
681,Reinforcement Learning Fundamentals,taxonomy:8d8eab3f-a95e-4725-ac2e-c7d74efff294
681,Deep Q-Learning Algorithms,taxonomy:e07fbfe7-261f-4fa4-b043-5509fd269e62
681,Policy-Gradient Algorithms,taxonomy:e24313a8-8830-4884-b331-f209b9dbe296
681,Actor-Critic Algorithms,taxonomy:dc4150ed-9afb-4083-b2b5-226334a49a2e
681,Q-Learning Algorithms,taxonomy:e07fbfe7-261f-4fa4-b043-5509fd269e62
681,Exploration-Exploitation Dilemma,taxonomy:092443d2-e88d-4722-a540-2bc7354ed9bb
681,Multi-Agent Reinforcement Learning,taxonomy:95ec4f82-c74e-4b43-a43a-aed78b0462de
181,Command Line Interface Basics,taxonomy:ecec9ed9-f14a-43f1-b8ef-dcc1efe0c0db
181,Local Development,taxonomy:5489281d-f8b8-4768-a75a-e1051858627b
181,Software Installation,taxonomy:cee8d748-0f6f-463d-a114-0555f87819fe
181,Technical Troubleshooting,taxonomy:56476127-3c65-46b0-a3b9-8b3ac2cf9987
154,Job Interviews,taxonomy:48d9fb5b-ef23-4439-a40d-27fb05c898d0
154,Technical Communication,taxonomy:eca4f2e3-6968-41a1-aa83-4d75ba02e39a
154,Whiteboarding Interviews,taxonomy:d3126e8a-bedb-4585-ba74-283949927e2b
154,Python Proficiency,taxonomy:3b4916bd-a3a1-46e5-96ca-622f7f89f0a9
154,Algorithmic Problem Solving,taxonomy:a1054b53-c6d1-497c-89e9-1f1344985fc8
154,Data Structures and Algorithms Proficiency,taxonomy:351a5546-9532-4400-9369-96f21463518d
154,Python Best Practices,taxonomy:6b9e8c28-64fd-4579-8bc5-ab2f70d4fe50
36,Android Development Environment,taxonomy:14280956-cff0-4476-965a-6721ab181966
36,Build Automation,taxonomy:7c68bba3-5c44-489f-a643-5d0693385e18
36,Gradle,taxonomy:3f2a5ff7-50f4-491d-bbf9-f488e0f02451
36,Android Studio,taxonomy:b6927b53-c5d9-4ef2-99a2-40537b15c52e
36,Android Development Proficiency,taxonomy:23458772-8d46-4f12-a5fc-6d524e47ac7f
36,CI/CD,taxonomy:e5506418-a6d7-4e14-b181-8a77b5c43306
243,Android Development Basics,taxonomy:8792dcb6-0124-4106-9453-69c05cb309da
243,Android UI Development,taxonomy:aba01f30-7a0b-4442-9a45-58f927ae549a
243,RecyclerView,taxonomy:a8cab1c7-5961-4f4c-a55d-0a8efeab7b9e
243,Java Proficiency,taxonomy:d8052400-38ca-4771-ab84-cf6dd75d3741
243,Intermediate Java,taxonomy:9ad6ee3d-826c-4fd2-9b1c-090aac3fc496
243,Java Best Practices,taxonomy:0cbb254a-271c-4069-ada3-afa9c843cda5
197,Resumes,taxonomy:7dd40520-dc9b-44f9-92ac-7629e9ba1bed
197,Cover Letters,taxonomy:25b99878-401b-423a-8493-73b6ba1835d9
197,Job Interviews,taxonomy:48d9fb5b-ef23-4439-a40d-27fb05c898d0
197,Professional Networking,taxonomy:de28444d-af05-42e7-a1ee-b2791a9d067b
197,Microsoft Word,taxonomy:1b99317b-ee7d-4e43-ad41-339698b89ea5
691,Basic Machine Learning,taxonomy:68836a03-1d5a-4896-baea-c51dac9657c5
691,Model Training,taxonomy:408e2022-6b3b-4224-8250-8fd35b365197
691,Model Evaluation,taxonomy:1589e6c2-9dcc-42ed-bddb-76bda97fdc21
691,Data Science Models and Algorithms,taxonomy:ff5b3d85-4512-4e04-a979-af85fd3b7572
691,Python for Data Science,taxonomy:5c21de8f-f1c6-4ccf-8b1a-2ade1dac1328
691,scikit-learn,taxonomy:8d5a0df8-ac30-4bee-a48d-fa19ad02bd43
691,Jupyter Notebooks,taxonomy:d49a27b7-0432-49ab-8af9-5f166d8523b7
155,Question Answering Systems,taxonomy:a0155d79-3cb5-43c5-bf1e-b3243b4172a7
155,Google Maps in Android Development,taxonomy:1050de00-3d57-480b-b79c-05c46b775e4a
155,Android UI Development,taxonomy:aba01f30-7a0b-4442-9a45-58f927ae549a
155,UI Design,taxonomy:e621e634-ed70-4937-8db7-22836a2294bb
155,Usability Testing,taxonomy:c7a3b8af-e2e7-4697-a95e-a45b6375415d
692,Mentoring,taxonomy:1c6b45af-0003-449d-afce-75cc6de3397e
692,Behavioral Interviews,taxonomy:f30bc3ea-4737-45c9-8168-f291f657f738
692,Job Interviews,taxonomy:48d9fb5b-ef23-4439-a40d-27fb05c898d0
692,Data Science Awareness,taxonomy:6893d8da-8b46-44e1-9673-24132af69107
692,Professional Networking,taxonomy:de28444d-af05-42e7-a1ee-b2791a9d067b
183,Alexa Skills,taxonomy:7542e609-eedb-4791-9e2e-1770e2e3df6a
183,Alexa Skill Creation,taxonomy:3c0441ac-053d-4c71-9355-13b67ef52d25
183,Alexa Skill Deployment,taxonomy:16a655f8-79d8-4627-a2c2-56dde259489e
183,API Security,taxonomy:25b42dbf-2f6a-4eb7-8f98-4c22e60475c0
183,Software Integrations,taxonomy:20e3d37a-b9c9-4f89-a60d-6601616a631d
162,Android UI Development,taxonomy:aba01f30-7a0b-4442-9a45-58f927ae549a
162,Application Development Proficiency,taxonomy:70e353e2-695f-41b6-ba25-ac2d926e8bb1
162,Object-Oriented Programming Basics,taxonomy:aa2bbe32-93c5-4545-9902-69f9d9797409
162,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
162,Multi-Screen App Design,taxonomy:1e26c717-cf0e-4e1b-8239-c44e5a597e8c
162,UI Design,taxonomy:e621e634-ed70-4937-8db7-22836a2294bb
162,UX Design Principles,taxonomy:a1cbb6c1-912f-4ab7-aaea-bef2a6a671c8
690,Basic Machine Learning,taxonomy:68836a03-1d5a-4896-baea-c51dac9657c5
690,Model Evaluation,taxonomy:1589e6c2-9dcc-42ed-bddb-76bda97fdc21
690,Model Training,taxonomy:408e2022-6b3b-4224-8250-8fd35b365197
690,Machine Learning Frameworks in Python,taxonomy:d323dcfc-63c9-4a48-a4bd-78cd763237ee
690,Data Science Models and Algorithms,taxonomy:ff5b3d85-4512-4e04-a979-af85fd3b7572
690,Python for Data Science,taxonomy:5c21de8f-f1c6-4ccf-8b1a-2ade1dac1328
690,Python Data Analysis Libraries,taxonomy:9bc7094f-33ed-4a60-850f-b3afaf5da9ca
99,Job Interviews,taxonomy:48d9fb5b-ef23-4439-a40d-27fb05c898d0
99,iOS UI Development,taxonomy:a80df530-bd68-4eff-b216-9694b7930694
99,Swift Proficiency,taxonomy:a4275903-4753-4812-b1b8-11dcd0a161c3
99,Mobile App Testing,taxonomy:b4e4daf7-05bf-4a55-8342-71571e532e87
99,Behavioral Interviews,taxonomy:f30bc3ea-4737-45c9-8168-f291f657f738
225,Secure Network Architecture Design,taxonomy:e62a2b22-4b83-44a1-b992-f55e1004e489
225,Network Topologies,taxonomy:672f528a-5ef7-4fd0-86cc-a08cd73fe1c2
225,Computer Networking Basics,taxonomy:e0f24a06-9047-4815-b3a8-848c7f17a867
225,Network Administration,taxonomy:354217fd-dd8d-4637-8486-475ab21123ee
225,Network Segmentation,taxonomy:ae219d0c-5a9b-4e8d-89e9-b72ddb45ef12
235,Handwriting Recognition,taxonomy:0d630f8d-9cee-4e95-a7db-92fdcf594b18
235,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
